stock_id,product_id,variant_id,location_id,quantity_on_hand,quantity_reserved,reorder_point,reorder_quantity,last_restock_date,last_updated
065ba0ba-0ce6-43b8-965e-17f31d71503e,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,2b8b4eed-4edf-439c-9c77-448ef4937d1e,34,10,10,50,2025-10-31,2025-12-19 21:56:00
45b238f7-a4ce-4b41-a705-ac3cf983e161,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,e61800f3-c8a1-43fe-afbf-6d31a87fb9ad,6,4,10,50,2025-11-02,2025-12-16 05:40:00
1800668c-0e34-4a2e-b609-46c2e3e94ef0,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,4af11e70-d6b3-43d8-b48c-41f60e8a835c,4,4,10,50,2025-11-13,2025-12-14 09:09:00
e93e03a5-8f7c-471f-9578-d8ea8c38dc9d,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,91458e9c-16ac-4e41-94d4-9d3b0b880692,11,9,10,50,2025-10-21,2025-12-18 23:30:00
9a5f80cc-a0ff-476d-9feb-8b341f3f6738,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,435b0a2e-fa85-4471-8cfc-e24b87422688,37,2,10,50,2025-11-11,2025-12-12 10:27:00
311120eb-e92c-4191-b28e-cc81513e0e95,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,7bb52bcc-6af2-41be-a4d1-4e4269141113,91,2,10,50,2025-10-29,2025-12-12 04:45:00
8483b475-0745-44e9-955e-281ca23674ea,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,f1af3aac-272c-4870-84c0-ef67fb58b918,59,4,10,50,2025-12-06,2025-12-17 15:41:00
99b06a8b-e7a2-477d-8649-9af3c3168e16,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,c88b94a2-877c-46a8-b190-d3100918de15,49,9,10,50,2025-12-04,2025-12-18 11:17:00
b1cfb630-0d36-4bc2-b771-1953a0254b0a,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,3eb94dcb-1a9a-4677-b324-bb7fe91124f5,63,0,10,50,2025-12-14,2025-12-17 19:48:00
291fff7b-effa-4ecf-b33f-7768863a543d,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,0b2ab58f-e495-41d6-bb22-6e9ba02e0079,85,4,10,50,2025-12-09,2025-12-16 06:45:00
0be0e696-e872-4727-8ab8-f4116922bb15,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,dfd0b183-9ed0-46bf-bd8e-383e48bd07a4,63,0,10,50,2025-12-09,2025-12-14 23:00:00
831f69b5-7bbd-4aa8-8d38-057b320af087,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,177e56a5-67fa-4dd2-b6a9-a1cc8c5aae02,83,0,10,50,2025-10-30,2025-12-12 15:38:00
ac29c293-bb35-42d3-85de-f3e3fb7991c7,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,1adf53d4-c343-458f-ac0a-81839b35e9a6,92,6,10,50,2025-11-29,2025-12-14 01:54:00
c15e0f02-3f70-4fb2-9d2a-330225067939,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,87b613ef-230b-47a7-b8cb-28aa5a99d029,12,2,10,50,2025-11-25,2025-12-12 16:35:00
5cdbdf4d-e052-415b-baa8-4a73649fa275,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,775f6785-8da6-402b-a8c0-6189572ed8e7,24,4,10,50,2025-11-26,2025-12-15 20:33:00
4c254eda-32fb-437e-b688-d9b452d9b39e,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,21e1cdc0-716b-4735-ba8c-5f7bdd7e3cf8,16,9,10,50,2025-11-27,2025-12-16 12:29:00
7d41dd39-d2f5-42e4-8b3e-4fc6c104773a,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,7ce89085-23eb-4667-a8c2-ae88db38ac74,90,5,10,50,2025-11-13,2025-12-17 02:05:00
1fba967b-374e-4fbd-afbd-ec9f65711362,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,9c14f868-16d5-4ebf-8750-fd6093aa9e0f,99,1,10,50,2025-11-27,2025-12-17 15:16:00
6f55d90f-6f4b-401d-9c9c-1890f47ff431,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,40ee3e93-9d8a-4223-971f-f4048795e974,55,1,10,50,2025-11-20,2025-12-17 05:36:00
d061a8bb-6994-4a69-b63d-304a73d820f5,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,870cb85d-8c5b-4aee-b4e8-5484dc0b2b71,38,8,10,50,2025-12-08,2025-12-16 17:15:00
04929396-904e-4902-ad01-9a882745d95c,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,c05e0443-65fd-427c-b30e-3ac52bf80251,0,0,10,50,2025-12-07,2025-12-13 00:06:00
cc0bac33-3d10-4514-b48b-481af518d55a,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,6702fe7c-e2e5-4d82-96e9-53ff0b9e2ad8,43,8,10,50,2025-11-04,2025-12-17 17:32:00
ca07dc11-a520-40d1-a16f-029d5ec7448c,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,99b789c4-6c09-4c6a-b0ce-c5f02a4c2e08,26,3,10,50,2025-12-01,2025-12-16 12:13:00
38537037-78a2-453a-bcaa-8ebdb04e9c77,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,286eeebb-0b7f-4d80-9681-e8c93779c598,69,2,10,50,2025-12-11,2025-12-13 08:32:01
ca42f9d2-7686-4b9d-8e58-8decc1c88c5c,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,8be7b06e-0a5a-46e3-969d-a09fabb598fe,14,3,10,50,2025-10-30,2025-12-18 13:44:01
bdb631ea-c4d7-421c-80c7-8ef3c4f74283,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,2b8b4eed-4edf-439c-9c77-448ef4937d1e,41,5,10,50,2025-11-28,2025-12-14 02:48:01
0e531065-c563-4521-bf79-a3e3dab11f46,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,e61800f3-c8a1-43fe-afbf-6d31a87fb9ad,29,8,10,50,2025-11-01,2025-12-17 18:35:01
d685ef39-3be6-4082-a3a0-64303cf70dac,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,4af11e70-d6b3-43d8-b48c-41f60e8a835c,98,4,10,50,2025-11-11,2025-12-15 10:08:01
975af47b-3467-4780-a2c4-98af05cb91d9,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,91458e9c-16ac-4e41-94d4-9d3b0b880692,27,4,10,50,2025-11-12,2025-12-16 18:51:01
3b8923bf-a588-48c6-8207-500b9c8cf98c,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,435b0a2e-fa85-4471-8cfc-e24b87422688,71,3,10,50,2025-11-02,2025-12-19 21:01:01
9cb4f129-fad3-4cb8-a385-e84eabc60c39,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,7bb52bcc-6af2-41be-a4d1-4e4269141113,33,6,10,50,2025-11-22,2025-12-14 16:01:01
1b76c0dd-3979-461c-b55b-58609ea6999a,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,f1af3aac-272c-4870-84c0-ef67fb58b918,81,6,10,50,2025-12-18,2025-12-15 18:14:01
752ea72a-82bb-4fc7-8306-e745579dcedd,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,c88b94a2-877c-46a8-b190-d3100918de15,43,9,10,50,2025-12-06,2025-12-14 08:56:01
1523d2e7-3579-4a13-b8a6-f752f5b652b3,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,3eb94dcb-1a9a-4677-b324-bb7fe91124f5,11,5,10,50,2025-12-15,2025-12-18 02:02:01
0d150697-47f1-47f4-a980-d604ca2b5a9d,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,0b2ab58f-e495-41d6-bb22-6e9ba02e0079,26,8,10,50,2025-12-16,2025-12-13 07:31:01
458c746e-e509-4c5c-ba90-20de16705646,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,dfd0b183-9ed0-46bf-bd8e-383e48bd07a4,20,4,10,50,2025-12-01,2025-12-13 01:34:01
eb9f5fdf-5825-45e2-82d6-77eb05ec02b2,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,177e56a5-67fa-4dd2-b6a9-a1cc8c5aae02,68,7,10,50,2025-10-31,2025-12-19 21:56:01
c32ac525-7bad-4c0a-b7de-b9b262d66ce6,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,1adf53d4-c343-458f-ac0a-81839b35e9a6,74,0,10,50,2025-12-02,2025-12-12 07:06:01
0ee4c8fa-4610-4f08-8dc1-bca6c763012e,906dc344-db0d-461b-9f99-9a9ddedc6c55,,87b613ef-230b-47a7-b8cb-28aa5a99d029,10,4,10,50,2025-12-07,2025-12-15 18:24:01
2700c463-c6ab-4c9b-bef7-9c138feaedcc,906dc344-db0d-461b-9f99-9a9ddedc6c55,,775f6785-8da6-402b-a8c0-6189572ed8e7,69,4,10,50,2025-12-15,2025-12-18 16:31:01
9a8594dd-75c8-482d-913c-b7292daa22d2,906dc344-db0d-461b-9f99-9a9ddedc6c55,,21e1cdc0-716b-4735-ba8c-5f7bdd7e3cf8,88,6,10,50,2025-11-02,2025-12-18 08:50:01
c2111e17-de13-4a8e-87b9-3d234c2a4133,906dc344-db0d-461b-9f99-9a9ddedc6c55,,7ce89085-23eb-4667-a8c2-ae88db38ac74,4,1,10,50,2025-10-24,2025-12-16 21:14:01
f7db1a1c-9917-4951-80a1-466719b67579,906dc344-db0d-461b-9f99-9a9ddedc6c55,,9c14f868-16d5-4ebf-8750-fd6093aa9e0f,45,1,10,50,2025-10-30,2025-12-18 00:33:01
72033453-961e-46d8-92cf-48eb531fd0f6,906dc344-db0d-461b-9f99-9a9ddedc6c55,,40ee3e93-9d8a-4223-971f-f4048795e974,91,4,10,50,2025-11-07,2025-12-16 03:19:01
e9b9c5db-03a9-4c0b-96ee-3a65a9ded21f,906dc344-db0d-461b-9f99-9a9ddedc6c55,,870cb85d-8c5b-4aee-b4e8-5484dc0b2b71,27,8,10,50,2025-12-10,2025-12-19 07:41:01
ac98ff1f-dfff-40b0-9aa9-476b8ec1d9fc,906dc344-db0d-461b-9f99-9a9ddedc6c55,,c05e0443-65fd-427c-b30e-3ac52bf80251,55,10,10,50,2025-10-20,2025-12-19 05:18:01
8e2cbe6b-9572-4e0a-ad8a-bb4b54baf670,906dc344-db0d-461b-9f99-9a9ddedc6c55,,6702fe7c-e2e5-4d82-96e9-53ff0b9e2ad8,19,4,10,50,2025-11-28,2025-12-19 22:20:01
38047387-aef6-4cd5-a73f-99dbe84e6fdf,906dc344-db0d-461b-9f99-9a9ddedc6c55,,99b789c4-6c09-4c6a-b0ce-c5f02a4c2e08,88,3,10,50,2025-11-30,2025-12-18 17:49:01
808265fb-5dbd-4d5d-9619-6efe4d720dc8,906dc344-db0d-461b-9f99-9a9ddedc6c55,,286eeebb-0b7f-4d80-9681-e8c93779c598,48,1,10,50,2025-12-13,2025-12-15 22:06:01
85c8f580-c74e-4c63-b881-9e84c2214bd2,906dc344-db0d-461b-9f99-9a9ddedc6c55,,8be7b06e-0a5a-46e3-969d-a09fabb598fe,33,3,10,50,2025-12-08,2025-12-15 04:32:01
998ae682-7c1d-4bf6-902a-b7131cb48cd0,906dc344-db0d-461b-9f99-9a9ddedc6c55,,2b8b4eed-4edf-439c-9c77-448ef4937d1e,91,4,10,50,2025-10-20,2025-12-19 13:19:01
e243fd60-7c4a-441d-b0ae-74f2bc7976c7,906dc344-db0d-461b-9f99-9a9ddedc6c55,,e61800f3-c8a1-43fe-afbf-6d31a87fb9ad,3,3,10,50,2025-12-15,2025-12-18 20:39:01
ae31275d-a946-4b36-9513-60585e67663e,906dc344-db0d-461b-9f99-9a9ddedc6c55,,4af11e70-d6b3-43d8-b48c-41f60e8a835c,36,6,10,50,2025-11-18,2025-12-16 08:46:01
da4a90a1-4e30-494b-9b76-58000d127c6a,906dc344-db0d-461b-9f99-9a9ddedc6c55,,91458e9c-16ac-4e41-94d4-9d3b0b880692,75,1,10,50,2025-12-19,2025-12-14 14:28:01
7d5460b2-047f-442b-86df-9fee5276dce6,906dc344-db0d-461b-9f99-9a9ddedc6c55,,435b0a2e-fa85-4471-8cfc-e24b87422688,21,3,10,50,2025-12-04,2025-12-19 16:12:01
1f840e58-7982-4e4f-99ac-2e65176490e9,906dc344-db0d-461b-9f99-9a9ddedc6c55,,7bb52bcc-6af2-41be-a4d1-4e4269141113,91,1,10,50,2025-12-05,2025-12-15 20:45:01
e1eb9db8-9485-49ce-8fdf-e8affe21b4b2,906dc344-db0d-461b-9f99-9a9ddedc6c55,,f1af3aac-272c-4870-84c0-ef67fb58b918,90,7,10,50,2025-12-19,2025-12-12 18:07:01
41df5d74-b347-4874-aafb-a66db7e89aab,906dc344-db0d-461b-9f99-9a9ddedc6c55,,c88b94a2-877c-46a8-b190-d3100918de15,44,3,10,50,2025-10-21,2025-12-13 09:58:01
925b373e-63e9-4f7d-b736-ae6c7a96c823,906dc344-db0d-461b-9f99-9a9ddedc6c55,,3eb94dcb-1a9a-4677-b324-bb7fe91124f5,36,0,10,50,2025-11-14,2025-12-13 03:03:01
6c771005-5067-4334-8c6f-2826f4b1163b,906dc344-db0d-461b-9f99-9a9ddedc6c55,,0b2ab58f-e495-41d6-bb22-6e9ba02e0079,53,3,10,50,2025-12-03,2025-12-12 09:01:01
d224158f-7452-45eb-a5ca-27c8a1e19ce9,906dc344-db0d-461b-9f99-9a9ddedc6c55,,dfd0b183-9ed0-46bf-bd8e-383e48bd07a4,50,7,10,50,2025-11-11,2025-12-12 12:00:01
2ef24683-fe1e-4b67-84fb-d11c55f3410a,906dc344-db0d-461b-9f99-9a9ddedc6c55,,177e56a5-67fa-4dd2-b6a9-a1cc8c5aae02,56,3,10,50,2025-10-21,2025-12-19 01:46:01
