review_id,product_id,customer_id,platform,rating,title,review_text,review_url,helpful_votes,not_helpful_votes,verified_purchase,reviewer_skin_tone,reviewer_skin_type,reviewer_undertone,reviewer_age_range,is_approved,moderation_status,created_at,updated_at
7ee09485-5878-40a4-93bb-eff3d8dfb9db,77a744db-f2c9-465c-84a4-733b21b8da24,47c05307-3403-4d9c-8a3d-431993f3457f,website,5,Absolutely love this product! Will definitely repu...,Absolutely love this product! Will definitely repurchase.,https://agentcommerce.com/reviews/68093fd4,20,7,False,Medium,Combination,Cool,18-24,True,approved,2025-12-10 18:52:49,
8f64edec-a2ab-4706-9004-9e9e9d6e042b,77a744db-f2c9-465c-84a4-733b21b8da24,30993322-de27-4bdc-972b-f8302f77ba91,website,4,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/9d82896e,4,9,True,Deep,Oily,Warm,55+,True,approved,2025-12-01 16:40:49,
bfb8e4a5-5308-477c-8f34-c605ec68f4a0,77a744db-f2c9-465c-84a4-733b21b8da24,e5510e58-ffc8-451f-aa32-ae76eddcf945,bazaarvoice,5,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/328ca1be,50,3,True,Deep,Normal,Cool,25-34,True,approved,2025-07-21 23:52:49,
20e47bc0-566c-4b4f-a42b-79082ffac193,77a744db-f2c9-465c-84a4-733b21b8da24,d5cbdc43-cbeb-4265-a3aa-8ebf995477cc,website,5,Amazing quality for the price. Highly recommend!,Amazing quality for the price. Highly recommend!,https://agentcommerce.com/reviews/c04cfda4,26,6,True,Tan,Dry,Cool,18-24,True,approved,2025-09-02 13:41:49,
a49e8f97-9dcc-41a9-8090-a4bc8f7200aa,77a744db-f2c9-465c-84a4-733b21b8da24,f6732f37-8b54-41e4-b544-2d1effa1ecdc,website,5,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/63f0bfcd,44,7,True,Medium,Dry,Neutral,25-34,True,approved,2025-07-26 22:39:49,
12e65228-8423-4975-8ce5-4836a48553a6,77a744db-f2c9-465c-84a4-733b21b8da24,a0d60e93-787d-4e92-afa4-2af18514f728,bazaarvoice,4,The texture is incredible. Goes on so smoothly.,The texture is incredible. Goes on so smoothly.,https://agentcommerce.com/reviews/ca9062ca,8,6,True,Tan,Combination,Neutral,25-34,True,approved,2025-11-14 10:13:49,
c91b35de-ba96-443c-a99c-5262cb8c2871,77a744db-f2c9-465c-84a4-733b21b8da24,46ad378d-84b5-4c70-96de-9acf36fcc452,website,5,Finally found a product that works for my skin typ...,Finally found a product that works for my skin type!,https://agentcommerce.com/reviews/3b2c134e,8,5,True,Medium,Dry,Warm,35-44,True,approved,2025-07-05 16:40:49,
ed0084fb-ec21-4acf-98e2-1fb68334b5b6,77a744db-f2c9-465c-84a4-733b21b8da24,,bazaarvoice,4,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/c6a69ac4,44,4,True,Deep,Normal,Neutral,45-54,True,approved,2025-12-07 22:37:49,
a274a215-dccc-4fd1-968f-4c18aad33faa,77a744db-f2c9-465c-84a4-733b21b8da24,d0034c94-a844-48d9-885e-7d87a283a66d,website,5,The texture is incredible. Goes on so smoothly.,The texture is incredible. Goes on so smoothly.,https://agentcommerce.com/reviews/1ca78e49,4,5,True,Light,Sensitive,Cool,35-44,True,approved,2025-09-07 22:11:49,
714f042b-60e6-4334-9bd6-026399b7e3b3,77a744db-f2c9-465c-84a4-733b21b8da24,,bazaarvoice,4,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/5993a778,45,1,True,Fair,Dry,Neutral,25-34,True,approved,2025-07-18 14:55:49,
cb000133-569d-41ad-ae80-d9c3538a142e,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,c547bbc5-d316-425b-8f2a-bf70b079635d,app,5,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/652d45f5,33,10,True,Light,Normal,Warm,45-54,True,approved,2025-09-08 07:58:49,
68cfe3a7-a36e-4b0b-ad58-8fd5752ccbb7,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,f654a2c5-8bf6-4a14-b33b-a9441d83b5ab,bazaarvoice,5,Amazing quality for the price. Highly recommend!,Amazing quality for the price. Highly recommend!,https://agentcommerce.com/reviews/3e7b3c99,2,4,True,Medium,Normal,Neutral,18-24,True,approved,2025-06-25 20:44:49,
e5ff4704-2e5d-475b-a057-8057917e4de7,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,57141c55-4f2f-4c86-9cc3-f9171916c753,app,4,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/5318b9e9,39,4,False,Deep,Combination,Warm,25-34,True,approved,2025-12-14 23:09:49,
4c72a893-ede7-459d-97b7-25a3ad8056dc,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,6c162915-ead7-4913-8bef-a5ed8652a293,bazaarvoice,4,The texture is incredible. Goes on so smoothly.,The texture is incredible. Goes on so smoothly.,https://agentcommerce.com/reviews/1376b2a6,35,10,False,Tan,Sensitive,Neutral,35-44,True,approved,2025-12-06 03:58:49,
3a9a02ba-a954-467a-a6eb-6d531757d04d,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,c82a7722-1d95-41c5-b994-3f6fb4dc7c83,bazaarvoice,2,The color looked different in person.,The color looked different in person.,https://agentcommerce.com/reviews/3f26e465,4,0,True,Tan,Combination,Neutral,35-44,True,approved,2025-10-20 20:37:49,
1af316a7-3330-4ce7-890f-39396ded2786,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,,app,3,Nice product but the shade was slightly off.,Nice product but the shade was slightly off.,https://agentcommerce.com/reviews/6f08d534,7,6,True,Medium,Oily,Warm,18-24,True,approved,2025-08-07 02:32:49,
d3741cb1-3e88-4739-a6a1-7ada43f3590a,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,91c42ca3-4155-4b85-85e3-fa9e9ed0c7cc,app,4,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/2e285951,13,10,False,Light,Sensitive,Neutral,35-44,True,approved,2025-12-19 10:34:49,
ad618b9c-88ef-408f-9a66-9a8c2d2c94e9,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,ac8b91a3-9209-4163-9ecd-17788775c546,app,5,Amazing quality for the price. Highly recommend!,Amazing quality for the price. Highly recommend!,https://agentcommerce.com/reviews/ef19fa96,9,8,True,Light,Normal,Neutral,55+,True,approved,2025-09-23 22:13:49,
3555e877-8c51-48af-ad99-599d2dfa3817,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,,website,4,Best purchase I've made in a while. Worth every pe...,Best purchase I've made in a while. Worth every penny.,https://agentcommerce.com/reviews/1dcccdd2,27,2,False,Light,Combination,Cool,45-54,True,approved,2025-09-27 17:34:49,
3de61e36-dfc9-4f97-aede-5de063e5e1e9,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,,website,4,This is my new holy grail product. Can't live with...,This is my new holy grail product. Can't live without it.,https://agentcommerce.com/reviews/5775587e,28,9,False,Medium,Normal,Neutral,55+,True,approved,2025-08-26 17:32:49,
5d42e05a-22a7-4d4a-a574-85bcb6fc4e67,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,7f5c5feb-343c-4740-99fa-f7003bf7f2b2,bazaarvoice,5,The texture is incredible. Goes on so smoothly.,The texture is incredible. Goes on so smoothly.,https://agentcommerce.com/reviews/5eeb4772,35,10,True,Fair,Combination,Warm,35-44,True,approved,2025-07-20 18:27:49,
02cfcfde-bc1e-4c36-8a2b-86855c8f43bb,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,99723e0e-11ec-46b6-9c2c-3a5f43c52867,bazaarvoice,4,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/402d7642,20,9,True,Medium,Normal,Warm,25-34,True,approved,2025-08-25 13:27:49,
b8c348c5-3521-443f-98b6-5b5aa5a25804,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,30fb8d1c-db2b-429b-9caa-2a7b099f636a,bazaarvoice,3,Good quality but a bit pricey.,Good quality but a bit pricey.,https://agentcommerce.com/reviews/0fd35a8e,12,9,True,Fair,Oily,Neutral,25-34,True,approved,2025-08-10 17:38:49,
b2546e3d-1718-4686-9fe1-93708ccdab84,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,f2993679-fac7-410c-abd8-68626a03d4c8,website,3,Nice product but the shade was slightly off.,Nice product but the shade was slightly off.,https://agentcommerce.com/reviews/4fdd8e6a,31,3,True,Light,Combination,Cool,35-44,True,approved,2025-10-30 08:36:49,
df932fab-a83b-4172-91ba-fdefd1c0c6f3,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,33d34c7f-15ee-448d-a14d-9a75412b8f4d,website,5,Amazing quality for the price. Highly recommend!,Amazing quality for the price. Highly recommend!,https://agentcommerce.com/reviews/9d6dd115,6,1,True,Tan,Oily,Neutral,35-44,True,approved,2025-08-28 05:35:49,
ceea5c04-0787-4d34-83a8-130b6e5cd14e,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,,website,5,This is my new holy grail product. Can't live with...,This is my new holy grail product. Can't live without it.,https://agentcommerce.com/reviews/484c8f73,23,5,False,Medium,Normal,Cool,45-54,True,approved,2025-08-17 05:10:49,
8a14f638-2581-4003-97a9-7d1e501b1ea5,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,7e016462-248c-4263-abfc-07125f1fff6d,website,5,Amazing quality for the price. Highly recommend!,Amazing quality for the price. Highly recommend!,https://agentcommerce.com/reviews/ae811045,27,5,True,Tan,Combination,Warm,35-44,True,approved,2025-12-13 20:49:49,
6b165f60-9eee-498a-9111-547f9462513d,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,,app,3,Nice product but the shade was slightly off.,Nice product but the shade was slightly off.,https://agentcommerce.com/reviews/a95e30e7,5,4,True,Fair,Combination,Neutral,55+,True,approved,2025-10-09 09:50:49,
b39fb285-f2c3-41ea-bb0d-fadb0e2aa7f8,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,,bazaarvoice,5,Finally found a product that works for my skin typ...,Finally found a product that works for my skin type!,https://agentcommerce.com/reviews/c4fe356c,0,5,True,Medium,Normal,Warm,45-54,True,approved,2025-08-29 03:54:49,
f9f449fd-5782-4f7b-b10d-9361db23f804,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,64148cbc-8284-4ed6-a808-a7e63035928f,website,5,The texture is incredible. Goes on so smoothly.,The texture is incredible. Goes on so smoothly.,https://agentcommerce.com/reviews/2b31af7e,45,8,False,Fair,Dry,Neutral,35-44,True,approved,2025-06-29 15:29:49,
2886c456-91eb-4a06-ba2f-5dbb85c6505d,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,app,5,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/88547abd,46,10,False,Medium,Combination,Neutral,35-44,True,approved,2025-12-01 09:49:49,
0c3065c9-e08a-4c4e-ab61-6f51e42a613c,faf4d30d-559e-41ec-b67a-e5cd32069fbc,f4c95264-d3c0-45e7-805a-5d06d10eec78,website,4,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/b2868a91,12,5,False,Medium,Normal,Cool,55+,True,approved,2025-09-26 10:05:49,
a580f7aa-8e53-48fe-a554-77c49ef092a8,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,website,2,Quality could be better for the price.,Quality could be better for the price.,https://agentcommerce.com/reviews/c3df8f7f,25,9,False,Fair,Dry,Cool,35-44,True,approved,2025-12-05 04:41:49,
898f6270-f81b-4492-83d6-434d28868c93,faf4d30d-559e-41ec-b67a-e5cd32069fbc,6ba9963a-c828-4fee-9c87-6ca63e64f6f1,website,5,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/95d045af,44,3,True,Tan,Oily,Cool,18-24,True,approved,2025-11-19 08:02:49,
5755f332-612b-431c-a1ea-549ba61868ef,faf4d30d-559e-41ec-b67a-e5cd32069fbc,8c76114b-1d51-4d1d-a42e-3f49ae5bfaa3,app,5,Amazing quality for the price. Highly recommend!,Amazing quality for the price. Highly recommend!,https://agentcommerce.com/reviews/01266885,13,10,True,Medium,Combination,Cool,18-24,True,approved,2025-11-22 11:44:49,
3997412a-cea7-4034-92f2-6efcc6a5f7b6,faf4d30d-559e-41ec-b67a-e5cd32069fbc,3645ff2c-1d4a-467a-b978-e4e84ad0c38c,website,5,Absolutely love this product! Will definitely repu...,Absolutely love this product! Will definitely repurchase.,https://agentcommerce.com/reviews/95389968,11,5,True,Tan,Combination,Neutral,35-44,True,approved,2025-08-23 12:10:49,
cd8ca2d8-222a-4ed8-951c-365f06e4b2b5,faf4d30d-559e-41ec-b67a-e5cd32069fbc,5fda4ad3-1ccc-43ca-a931-9f9cc7bcbe60,app,5,Best purchase I've made in a while. Worth every pe...,Best purchase I've made in a while. Worth every penny.,https://agentcommerce.com/reviews/999b913a,9,9,False,Light,Sensitive,Cool,25-34,True,approved,2025-11-10 04:53:49,
00997519-b941-4cba-be64-ce448d57f9b6,faf4d30d-559e-41ec-b67a-e5cd32069fbc,0547fe12-c775-489e-a8dd-7f6f9b76f4e4,app,5,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/63676879,48,8,True,Deep,Dry,Cool,55+,True,approved,2025-12-15 21:41:49,
f911a3f6-3075-412d-9283-d3ec30a3a6d2,faf4d30d-559e-41ec-b67a-e5cd32069fbc,786c099d-7879-4f7e-9e7b-1cd18cc04714,website,5,Absolutely love this product! Will definitely repu...,Absolutely love this product! Will definitely repurchase.,https://agentcommerce.com/reviews/e4a3aeb8,13,4,True,Tan,Oily,Warm,45-54,True,approved,2025-11-07 08:10:49,
cc46d9d5-cf76-47ed-a6e8-db0f2a6ca6f9,faf4d30d-559e-41ec-b67a-e5cd32069fbc,73b9dac5-145c-4443-b22b-57b1f6e75fc7,website,4,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/47890be4,12,7,False,Medium,Oily,Neutral,35-44,True,approved,2025-12-05 22:11:49,
8d76a08b-d886-40e3-899b-4cff9aa94862,faf4d30d-559e-41ec-b67a-e5cd32069fbc,8cb5ccaf-93ff-426a-ab27-1057cfd71199,bazaarvoice,4,Finally found a product that works for my skin typ...,Finally found a product that works for my skin type!,https://agentcommerce.com/reviews/5b638153,37,0,True,Medium,Oily,Neutral,18-24,True,approved,2025-08-21 08:00:49,
9a94087e-e39b-496c-bf3e-c5152f8f73c9,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,bazaarvoice,3,Nice product but the shade was slightly off.,Nice product but the shade was slightly off.,https://agentcommerce.com/reviews/30400098,40,10,False,Deep,Sensitive,Cool,35-44,True,approved,2025-08-20 16:37:49,
dc7ccecd-cb03-4e81-a5db-fb6cca307850,faf4d30d-559e-41ec-b67a-e5cd32069fbc,5bcc8d2a-f344-40c6-ad91-2d750badfcc3,bazaarvoice,4,Best purchase I've made in a while. Worth every pe...,Best purchase I've made in a while. Worth every penny.,https://agentcommerce.com/reviews/2b678b41,27,5,True,Deep,Combination,Warm,25-34,True,approved,2025-11-30 07:54:49,
76ad5e21-a07f-4eff-ae49-0e18a7b233b8,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,app,5,Finally found a product that works for my skin typ...,Finally found a product that works for my skin type!,https://agentcommerce.com/reviews/d1cefc7d,42,8,True,Tan,Dry,Cool,18-24,True,approved,2025-11-11 02:40:49,
6f9dbd59-346a-47be-9e8b-31fe9c665e58,faf4d30d-559e-41ec-b67a-e5cd32069fbc,6d08eb2e-ba7c-47f1-bc13-92fe7431f96f,app,4,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/819bdf09,3,5,True,Medium,Sensitive,Cool,45-54,True,approved,2025-10-14 00:30:49,
e6f1700b-05de-49e5-87ff-e0bf57126be3,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,app,5,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/06800088,47,4,False,Medium,Dry,Neutral,35-44,True,approved,2025-10-23 07:55:49,
41c745c3-2088-40b6-bf44-30837a9f784a,faf4d30d-559e-41ec-b67a-e5cd32069fbc,ff6443fe-1335-4b09-8d2a-3836c5dada1a,website,5,Absolutely love this product! Will definitely repu...,Absolutely love this product! Will definitely repurchase.,https://agentcommerce.com/reviews/d899aa8e,22,0,True,Light,Dry,Warm,45-54,True,approved,2025-09-04 05:07:49,
131ff0d2-d0b5-4d44-9bff-bfa76506e3d3,faf4d30d-559e-41ec-b67a-e5cd32069fbc,24c39e4f-5b5e-4b12-a7be-877881553f1f,website,5,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/89cffea1,15,5,True,Light,Oily,Neutral,55+,True,approved,2025-11-08 23:38:49,
becb7e04-ea53-499c-9011-2d1dcbb65720,faf4d30d-559e-41ec-b67a-e5cd32069fbc,65db8a59-a0d3-4448-b7bc-34a847693cbe,bazaarvoice,5,Finally found a product that works for my skin typ...,Finally found a product that works for my skin type!,https://agentcommerce.com/reviews/947d1a4b,4,10,True,Deep,Sensitive,Neutral,25-34,True,approved,2025-09-13 13:11:49,
55469b19-4c3e-4b38-b599-7466c8573b7b,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,website,5,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/c1e8ad58,28,9,True,Deep,Oily,Cool,25-34,True,approved,2025-08-17 06:13:49,
4809b718-8b9d-4d58-a6b5-0465d29e1c08,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,bazaarvoice,5,This is my new holy grail product. Can't live with...,This is my new holy grail product. Can't live without it.,https://agentcommerce.com/reviews/f21b5357,0,2,False,Medium,Dry,Warm,45-54,True,approved,2025-06-26 01:15:49,
dea7106d-2567-4488-862f-4126b708e5b2,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,app,5,Best purchase I've made in a while. Worth every pe...,Best purchase I've made in a while. Worth every penny.,https://agentcommerce.com/reviews/637693d9,1,4,True,Fair,Normal,Neutral,35-44,True,approved,2025-11-24 12:10:49,
d9ba5384-317b-46ee-84a9-29e7a1bb2073,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,68c779e2-eae3-4896-a4c0-a714be55bd36,bazaarvoice,4,Finally found a product that works for my skin typ...,Finally found a product that works for my skin type!,https://agentcommerce.com/reviews/c4d10023,1,9,True,Deep,Oily,Neutral,18-24,True,approved,2025-08-26 09:18:49,
dad7565f-4d38-4041-9403-630a7a68f4d0,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,ddda682e-c7b0-4853-992e-d93c867078f8,bazaarvoice,5,Absolutely love this product! Will definitely repu...,Absolutely love this product! Will definitely repurchase.,https://agentcommerce.com/reviews/796c859e,21,5,True,Light,Sensitive,Cool,55+,True,approved,2025-07-29 14:17:49,
1692aa68-4261-447d-a03e-259c3d447be4,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,app,4,Best purchase I've made in a while. Worth every pe...,Best purchase I've made in a while. Worth every penny.,https://agentcommerce.com/reviews/2b593f1e,9,10,True,Fair,Sensitive,Warm,55+,True,approved,2025-09-04 00:30:49,
7af8a691-b0c2-4750-a84a-050e58415560,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,4920b68a-6b4c-4372-ab8e-e3ad55fa2585,app,5,Amazing quality for the price. Highly recommend!,Amazing quality for the price. Highly recommend!,https://agentcommerce.com/reviews/995f6b57,28,7,True,Light,Normal,Cool,55+,True,approved,2025-07-25 17:04:49,
711c67fd-6aac-4ffa-892b-a5626fd8c9b6,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,592a35d5-997d-4426-808c-22fbc321d024,app,5,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/c723ac05,29,10,False,Fair,Dry,Warm,18-24,True,approved,2025-10-05 16:19:49,
ba9a390c-677f-4fb4-addb-5700dcf47422,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,c9a37b46-535a-4bd1-a291-2d707c6c5000,website,2,Not what I expected. Returning it.,Not what I expected. Returning it.,https://agentcommerce.com/reviews/175c21e8,17,9,True,Fair,Dry,Warm,25-34,True,approved,2025-11-08 17:07:49,
669d06cf-8bea-4280-94fe-140257004787,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,bazaarvoice,5,The texture is incredible. Goes on so smoothly.,The texture is incredible. Goes on so smoothly.,https://agentcommerce.com/reviews/6c09158c,32,5,True,Medium,Dry,Warm,45-54,True,approved,2025-07-23 11:01:49,
462d0ce4-c0f4-4344-abd3-c4ef16f49ca5,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,43aee0fe-75d7-4c42-81ae-b24e54ad5275,app,4,This is my new holy grail product. Can't live with...,This is my new holy grail product. Can't live without it.,https://agentcommerce.com/reviews/ae3a482d,41,2,True,Tan,Normal,Neutral,35-44,True,approved,2025-07-14 20:07:49,
733b4dc9-7183-4346-bfef-cae5ced8921a,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,website,3,Nice product but the shade was slightly off.,Nice product but the shade was slightly off.,https://agentcommerce.com/reviews/5e651d78,41,10,False,Tan,Oily,Cool,55+,True,approved,2025-11-05 09:25:49,
1516b314-498e-4371-ab53-6ca07d329e4a,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,972c1330-1f17-4a29-b84e-649b00fe512e,app,4,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/4ae63794,35,10,True,Fair,Oily,Cool,25-34,True,approved,2025-09-01 18:42:49,
77b444df-9e9a-40a3-8984-2ae23f8b7301,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,2b3dd0ed-cb58-4c3a-871f-ffa3d669b0dc,app,5,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/1f479d7e,25,7,False,Fair,Normal,Cool,35-44,True,approved,2025-11-26 20:42:49,
fbdbae2b-a49f-4fa0-b7ce-98507e3d30dd,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,907923d4-9b87-431d-a4ef-f04961cd2593,bazaarvoice,4,Perfect color match for my skin tone. So happy!,Perfect color match for my skin tone. So happy!,https://agentcommerce.com/reviews/bd55c196,43,4,True,Medium,Oily,Warm,35-44,True,approved,2025-10-03 19:35:49,
0697693e-d0c9-4513-865b-539b9da01414,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,59869290-a60d-4ff2-b962-7c5c005414bb,bazaarvoice,5,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/977a1f25,38,1,False,Tan,Oily,Warm,18-24,True,approved,2025-08-12 07:14:49,
995b39ba-8b1e-49b8-a84b-7aa4b709a492,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,765900c7-66bc-4aa6-b0f5-986d2ae955a9,app,5,Long-lasting and beautiful finish. 5 stars!,Long-lasting and beautiful finish. 5 stars!,https://agentcommerce.com/reviews/f8152ee1,45,8,True,Light,Dry,Warm,35-44,True,approved,2025-10-22 11:16:49,
